,X5.FLUOROURACIL,AZ960,AZD2014,AZD4547,AZD5363,AZD5438,AZD6482,AZD7762,AZD8055,BI.2536,BIBR.1532,BMS.345541,BMS.754807,GSK1904529A,I.BET.762,LY2109761,MG.132,MK.1775,MK.2206,OSI.027,OTX015,P22077,PLX.4720,PRT062607,VE.822,AFATINIB,ALISERTIB,ALPELISIB,AXITINIB,BORTEZOMIB,BUPARLISIB,CAMPTOTHECIN,CARMUSTINE,CEDIRANIB,CISPLATIN,CRIZOTINIB,CYCLOPHOSPHAMIDE,CYTARABINE,DABRAFENIB,DASATINIB,DINACICLIB,DOCETAXEL,ENTINOSTAT,EPIRUBICIN,ERLOTINIB,FLUDARABINE,FORETINIB,FULVESTRANT,GEFITINIB,GEMCITABINE,IBRUTINIB,IRINOTECAN,LAPATINIB,LINSITINIB,MITOXANTRONE,NAVITOCLAX,NELARABINE,NILOTINIB,NIRAPARIB,OLAPARIB,OSIMERTINIB,OXALIPLATIN,PACLITAXEL,PALBOCICLIB,PEVONEDISTAT,RIBOCICLIB,RUXOLITINIB,SELUMETINIB,SORAFENIB,TALAZOPARIB,TAMOXIFEN,TASELISIB,TEMOZOLOMIDE,TENIPOSIDE,TOPOTECAN,TOZASERTIB,TRAMETINIB,UPROSERTIB,VENETOCLAX,VINBLASTINE,VINCRISTINE,VINORELBINE,VORINOSTAT
DATA.909755,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant
DATA.909756,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
DATA.909757,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant
DATA.909759,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant
DATA.909761,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
DATA.909769,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
DATA.909770,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant
DATA.909773,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant
DATA.909774,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant
DATA.909776,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant
DATA.909777,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant
DATA.909778,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant
DATA.909779,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant
DATA.909780,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant
DATA.909781,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
DATA.909784,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant
